53233	60217
41023	60213
41023	60865
41023	60866
41023	60868
41023	63872
41023	62687
41023	63805
41023	61629
41023	61291
41023	63920
41023	61636
41023	61919
41023	60869
41023	61637
41023	61280
41023	61638
41023	62711
41023	62640
41023	61620
41054	61611
41054	60221
42204	60243
42204	62649
41023	61280
43323	62155
41023	60868
41023	60869
41023	62711
41023	60865
41023	60868
41023	63872
41023	62687
41023	63805
41023	61629
41023	61291
41023	62236
41023	63943
41023	61636
41023	61919
41023	60869
41023	61637
41023	61280
41023	61638
41023	62711
41023	62632
41023	62633
41023	62634
41023	62635
41023	62636
41023	62637
41023	62638
41023	62639
41023	62640
41023	61620
42204	62649
42214	62707
41023	63805
41023	61020
41023	61679
41023	60212
41023	61547
41023	62634
41023	62636
41023	62638
41023	62639
42143	60936
41054	60216
41054	60219
41054	60497
41054	63715
42194	60242
41023	61517
41023	62637
42143	60377
52003	62076
52003	62425
41023	61595
41023	61882
41023	61884
42194	61598
41023	61291
41023	61620
41023	61638
44403	62156
41023	63920
41023	60212
41023	62636
40173	64287
43353	60241
44581	61407
53033	61823
53233	60214
53233	61815
53233	61225
40173	64256
40220	64436
40220	64438
40220	64257
41023	61682
41023	61594
41054	61596
42194	61597
41023	60865
41023	60866
41023	60868
41023	63872
41023	62687
41023	63805
41023	61629
41023	61291
41023	63920
41023	61636
41023	61919
41023	60869
41023	61637
41023	61280
41023	61638
41023	62711
41023	61620
41033	60215
42143	60226
42143	60234
41043	62239
42123	60224
42143	60229
42143	63535
43133	61019
40173	64286
40173	64288
40173	64289
40173	64290
40173	64292
40173	64294
41023	60866
42204	60737
42204	60379
42204	60233
43254	60238
44553	60206
45553	60211
46853	64429
53033	61822
53233	60519
56833	64430
41023	62734
41023	61873
41023	63872
41023	62687
41023	62236
41023	63943
41023	63508
42143	62238
42143	63665
53233	62733
43303	60240
44513	60902
45513	60903
46603	64431
41054	63486
42204	61599
42204	60668
42204	61918
44581	61407
43254	61601
41023	62167
41023	61883
41023	60865
41023	61636
41023	61637
53133	62111
53233	61382
53233	64433
54453	60220
56623	64972
41023	61681
42113	60222
42113	60223
41023	60209
41023	60210
41023	61559
41023	62242
41023	62632
41023	62633
41023	62635
42214	60237
42214	61393
43254	60239
43254	62297
54483	61849
55483	61864
56703	64432
42194	62777
42214	61600
40173	64285
40173	64286
40173	64287
40173	64288
40173	64289
40173	64290
40173	64292
40173	64293
40173	64294
41023	60209
41023	60210
41023	62632
41023	62633
42214	60325
43254	60327
43254	64370
44403	62189
44403	61974
41023	64398
41023	63253
41023	63254
41054	62318
43254	62323
41043	62478
41043	62479
41043	62481
53233	60302
41023	61131
41023	61133
41023	61137
41023	61791
41023	64803
41023	62369
41023	62370
41023	62351
41023	62236
53033	63000
53133	64187
41023	61135
41023	61136
41023	61775
41023	61137
41023	64803
41023	62516
41023	60300
42143	60322
42143	61225
41023	61131
41023	61132
41023	61133
41023	61135
41023	61137
41023	62590
41023	62360
41023	64804
41023	61791
41023	64732
41023	64803
41023	62369
41023	63399
41023	61136
41023	62370
41023	61775
41023	62371
41023	62372
41023	62351
41054	60307
41054	60647
42194	60330
42204	60963
41023	63409
41054	60304
41054	60309
42143	60317
41023	61791
41023	62351
41023	62371
41023	62372
42214	62322
44403	64358
43353	60329
43353	64521
44581	61991
41023	62590
41023	64804
41023	64732
43133	64257
52003	63980
53233	60306
53233	60672
53233	61348
53233	61681
41023	60301
41023	61132
41023	61135
41023	62360
41023	63399
41023	61136
41023	61775
41023	62371
41023	62372
41033	60303
42143	60314
42143	60320
42143	60507
41023	62170
41023	62518
41023	62519
42113	60310
42113	60311
41023	62170
41023	61133
42204	60509
44553	60292
45553	60297
46813	64074
42204	60321
42204	60331
46823	63654
41054	62341
53033	63002
53233	60305
56653	63978
43254	60326
43254	61993
43303	60328
44513	61175
45513	61176
42194	62319
42194	62320
42123	60312
42123	64561
42204	60874
43133	61345
44581	61991
41023	62316
41023	62317
41023	63252
41023	61131
41023	62369
41023	62370
41023	61132
41023	62360
41023	63399
53233	62969
53233	63392
41023	60295
41023	60296
41023	61347
41023	62259
42204	63397
53233	61955
53233	64684
54483	63096
55483	63171
42204	62321
41023	64765
41023	63231
41043	64739
42143	64738
53233	64766
41023	63409
42183	60324
42214	60323
42214	61973
54453	60308
54453	64522
